,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,direction,syst_type,shapes,variation_alias,lnN
643,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailPILEUPdown,16_signalZPrime1000_30,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
644,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailPDFup,16_signalZPrime1000_30,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
645,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailPDFdown,16_signalZPrime1000_30,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
646,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailJESup,16_signalZPrime1000_30,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
647,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailJESdown,16_signalZPrime1000_30,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
648,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailJERup,16_signalZPrime1000_30,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
649,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailJERdown,16_signalZPrime1000_30,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
650,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,btag,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailBTAGup,16_signalZPrime1000_30,g_{RS} (3 TeV),,Up,shapes,1.0,BTAG,
651,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,btag,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFailBTAGdown,16_signalZPrime1000_30,g_{RS} (3 TeV),,Down,shapes,1.0,BTAG,
652,16_signalZPrime1000_30,cen2bFail,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_signalZPrime1000_30.root,MttvsMtcen2bFail,16_signalZPrime1000_30,g_{RS} (3 TeV),,,,,,
692,16_TTbar,cen2bFail,default,2,BKG,1.0,lumi,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFail,16_TTbar,t#bar{t},,,lnN,,,1.018
693,16_TTbar,cen2bFail,default,2,BKG,1.0,ttbar_xsec,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFail,16_TTbar,t#bar{t},,,lnN,,,1.2
694,16_TTbar,cen2bFail,default,2,BKG,1.0,btag_unc,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFail,16_TTbar,t#bar{t},,,lnN,,,1.0
695,16_TTbar,cen2bFail,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailPILEUPup,16_TTbar,t#bar{t},,Up,shapes,1.0,PILEUP,
696,16_TTbar,cen2bFail,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailPILEUPdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PILEUP,
697,16_TTbar,cen2bFail,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailPDFup,16_TTbar,t#bar{t},,Up,shapes,1.0,PDF,
698,16_TTbar,cen2bFail,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailPDFdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PDF,
699,16_TTbar,cen2bFail,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailJESup,16_TTbar,t#bar{t},,Up,shapes,1.0,JES,
700,16_TTbar,cen2bFail,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailJESdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JES,
701,16_TTbar,cen2bFail,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailJERup,16_TTbar,t#bar{t},,Up,shapes,1.0,JER,
702,16_TTbar,cen2bFail,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailJERdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JER,
703,16_TTbar,cen2bFail,default,2,BKG,1.0,btag,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailBTAGup,16_TTbar,t#bar{t},,Up,shapes,1.0,BTAG,
704,16_TTbar,cen2bFail,default,2,BKG,1.0,btag,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFailBTAGdown,16_TTbar,t#bar{t},,Down,shapes,1.0,BTAG,
705,16_TTbar,cen2bFail,default,2,BKG,1.0,nominal,/afs/cern.ch/user/m/mmorris/public/ttbarAllHad/twodalphabet/Run2_deepak8_medium_categories/TTbarAllHad16_TTbar.root,MttvsMtcen2bFail,16_TTbar,t#bar{t},,,,,,
